country,1966,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Paraguay,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,22.7,,19.2,,19.3,,17.6,25.9,18.7,16.2,13.8,18.7,16,13.3,13.4,12.7,12.3,9.1,6.3,6.8,6.6,6.7,5.2,5.8
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,5,3.9,7.4,,2.6,3.2,3,,,,,4.5,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,12.2,9.3,9,10.2,11.5,12.2,14,12.6,11,8.3,6.3,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,13.6,7.6,10.3,16.8,13.1,8.9,6.6,6.6,5.6,4.5,3.3,2,0.9,0.9,0.8,0.5,0.5,0.4,0.3,0.4,0.4,0.4,0.4
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,,,,,85.6,,,,,84,,,81.9,,,80.3,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,,,,,44,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,84.5,,,83.3,,,,,,,76.7,,,,67.7,,,,,,68.4,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,,,,,,,,58.8,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,86.1,,,,,,,,,,,,,,88.8,,,,,,,,82.6,,,,,,,76
El Salvador,,,,,,,,,,,,,,,,,,,,,,31.2,,37.2,,,,27.6,29.2,,33.1,29,24.3,26,26.2,27.2,22.9,23.1,19.2,15.3,19.8,19.4,18.3,16.7,14.7,12.7,12.4,10.2,10.7,8.7,7.9
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.5,12.2,11.6,10.9,8.9,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4,,,,,,,,,,72,,,,,,,65.4,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.4,0.8,0.9,0.8,0.9,0.8,0.7,0.7,0.8,1.2,1,1.8,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,
Sweden,9,,,,,,,0.5,,,,,,0.5,,,,,,0.2,,,,,0.2,,,0.5,,,,,0,,,0.4,0.5,1.2,0.5,0.5,0.7,0.6,0.7,0.8,0.5,0.8,0.6,0.8,0.5,0.3,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1,,,,,,72,,,,,,,,,65.1,,,,,,,52.1,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,,,,,,,66.3,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3,,,,,75.9,,,,74.2,,,
Thailand,,,,,,,,,,,,,,42.8,,,,,,,39.6,,35.9,,28.8,,19.2,,15,,14.3,18.1,18.3,,11.8,,8.7,,6.1,4.3,3.4,2.9,2.4,1.3,1.4,1.1,0.9,0.5,0.6,0.4,0.5
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,63.3,45.1,,,31.1,,22.4,,,,,,17.8,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,,,,,,,,,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,,,,,,77.3,,,,,,,65.9,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,8.9,,,,,,7.5,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,7.9,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,37.9,,,,,30.5,,,,,31.7,,,,,22.9,,,,,15.2,,,,,9.2,,,,,3,,,
Turkey,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,14.2,,,,,,,,12,14.5,9.7,9.4,7.9,6.4,5.5,4.6,4.3,4,3.1,2.7,2.1,2.4,1.6,1.5,1.4
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,96.3,,,,,,,83.8,,,,79.5,,,,,,76.8,
Uganda,,,,,,,,,,,,,,,,,,,,,,80.5,,,86.7,,,,85.7,,,86.9,,,84.8,,,79.8,,,,72.9,,,67.3,,,,69.8,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,11.6,8,,18.7,20.8,,,,,,10.3,6,4.8,2.2,1.4,0.9,0.3,0.5,0.2,0.2,0.2,0.1,0.1,0.5,0.4,0.3,0.4
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,2.5,3,2.8,2.8,,2.1,2.5,3.3,4.4,5.8,4.7,3.7,3,1.8,1.8,1.3,1,1.1,0.9,0.7,0.7,0.6,0.4,0.4
