,Origin,Dest,Month,Prediction,lower,upper,origin_lon,origin_lat,dest_lon,dest_lat,dest_p_no_outbreak,risk_ij,risk_i,dest_municipality,dest_name,dest_region,dest_continent
5873,PIT,LAX,10,3477,3339,3621.0,-80.26,40.5,-118.41,33.94,0.9997425384513237,0.00025746154867634097,0.028565823806419033,Los Angeles,Los Angeles International Airport,US-CA,NA
5874,DEL,KHI,10,392,356,432.0,77.1,28.56,67.17,24.9,0.9997425391145662,0.000257460885433769,0.4758637223827805,Karachi,Jinnah International Airport,PK-SD,AS
5875,FNA,LOS,10,353,296,421.0,-13.2,8.62,3.32,6.58,0.9997442351571403,0.0002557648428597181,0.004166590563643546,Lagos,Murtala Muhammed International Airport,NG-LA,AF
5876,KRR,LED,10,950,868,1039.0,39.14,45.03,30.31,59.81,0.9997453698906899,0.00025463010931014995,0.023910850976619602,St. Petersburg,Pulkovo Airport,RU-SPE,EU
5877,STL,YYZ,10,1949,1874,2026.0,-90.37,38.74,-79.61,43.68,0.9997455623945399,0.0002544376054600672,0.027797454344851147,Toronto,Lester B. Pearson International Airport,CA-ON,NA
5878,PTY,LAX,10,3430,3074,3827.0,-79.39,9.07,-118.41,33.94,0.9997460182200838,0.0002539817799162014,0.03336653139614887,Los Angeles,Los Angeles International Airport,US-CA,NA
5879,YEG,LAX,10,3410,3221,3611.0,-113.58,53.31,-118.41,33.94,0.9997474989764212,0.00025250102357876614,0.011141493367039401,Los Angeles,Los Angeles International Airport,US-CA,NA
5880,PVG,NKG,10,430,397,466.0,121.8,31.15,118.87,31.74,0.9997475756412089,0.0002524243587911368,0.46828033085929965,Nanjing,Nanjing Lukou Airport,CN-32,AS
5881,CJU,NGO,10,1477,1382,1578.0,126.49,33.51,136.81,34.86,0.999748132903988,0.00025186709601199286,0.18583587816464475,Tokoname,Chubu Centrair International Airport,JP-23,AS
5882,MKE,YYZ,10,1926,1845,2011.0,-87.9,42.95,-79.61,43.68,0.9997485646157588,0.0002514353842412165,0.012110726508125058,Toronto,Lester B. Pearson International Airport,CA-ON,NA
5883,ZAG,TLV,10,950,893,1011.0,16.06,45.73,34.87,32.0,0.9997496083717169,0.0002503916282831087,0.013831956691082614,Tel Aviv,Ben Gurion International Airport,IL-M,AS
5884,ANC,EWR,10,395,357,438.0,-149.99,61.17,-74.18,40.69,0.9997503773288171,0.00024962267118289194,0.008102631505001123,Newark,Newark Liberty International Airport,US-NJ,NA
5885,FOR,CNF,10,3407,3073,3778.0,-38.54,-3.78,-43.96,-19.63,0.9997507303524139,0.00024926964758609227,0.056250784609982785,Belo Horizonte,Tancredo Neves International Airport,BR-MG,SA
5886,WUH,KWE,10,6240,5847,6658.0,114.21,30.78,106.8,26.54,0.9997510266588617,0.00024897334113826997,0.12776085276958893,Guiyang,Longdongbao Airport,CN-52,AS
5887,AKL,SCL,10,6386,6070,6719.0,174.78,-37.0,-70.79,-33.4,0.9997521309302232,0.0002478690697768071,0.029203563391788645,Santiago,Comodoro Arturo Merino Benítez International Airport,CL-RM,SA
5888,TIP,RBA,10,893,778,1025.0,13.14,32.67,-6.75,34.04,0.9997522292171759,0.00024777078282411935,0.026654565742931347,Rabat,Rabat-Salé Airport,MA-RBA,AF
5889,SHE,NGB,10,5109,4769,5474.0,123.43,41.86,121.46,29.82,0.9997522316059783,0.0002477683940217412,0.15811469014858637,Ningbo,Ningbo Lishe International Airport,CN-33,AS
5890,ABE,EWR,10,392,310,496.0,-75.43,40.65,-74.18,40.69,0.9997522729623575,0.0002477270376425311,0.0015944439125715748,Newark,Newark Liberty International Airport,US-NJ,NA
5891,MAD,MVD,10,4778,4460,5119.0,-3.57,40.47,-56.03,-34.84,0.9997523365815657,0.0002476634184342963,0.3030775450040516,Montevideo,Carrasco International /General C L Berisso Airport,UY-CA,SA
5892,LIS,CNF,10,3379,3226,3539.0,-9.13,38.77,-43.96,-19.63,0.99975277869034,0.0002472213096600395,0.10915984836780734,Belo Horizonte,Tancredo Neves International Airport,BR-MG,SA
5893,POL,NBO,10,581,502,673.0,40.52,-12.99,36.93,-1.32,0.9997528950585531,0.0002471049414468629,0.0007878053294980703,Nairobi,Jomo Kenyatta International Airport,KE-110,AF
5894,PIF,TSA,10,451,335,609.0,120.49,22.71,121.55,25.06,0.9997531319322461,0.00024686806775386927,0.00024686806775386927,Taipei City,Taipei Songshan Airport,TW-TPE,AS
5895,KTM,KMG,10,1330,1237,1429.0,85.36,27.7,102.74,25.0,0.9997534080154646,0.00024659198453536035,0.05192031178304246,Kunming,Kunming Changshui International Airport,CN-53,AS
5896,HGH,KWE,10,6175,5754,6625.0,120.43,30.24,106.8,26.54,0.9997536198116488,0.000246380188351214,0.2187631144027571,Guiyang,Longdongbao Airport,CN-52,AS
5897,BAQ,MDE,10,2171,1811,2602.0,-74.78,10.89,-75.43,6.17,0.9997536752491194,0.0002463247508805999,0.006518259447925057,Medellín,Jose Maria Córdova International Airport,CO-ANT,SA
5898,TPE,PNH,10,5020,4622,5453.0,121.22,25.08,104.85,11.55,0.9997536802507758,0.00024631974922417754,0.3836216321039102,Phnom Penh,Phnom Penh International Airport,KH-8,AS
5899,STS,LAX,10,3320,2994,3681.0,-122.81,38.51,-118.41,33.94,0.9997541624070808,0.0002458375929191847,0.0002458375929191847,Los Angeles,Los Angeles International Airport,US-CA,NA
5900,AUH,NSI,10,786,619,998.0,54.65,24.43,11.55,3.7,0.9997542801187228,0.00024571988127719546,0.1254751785859458,Yaoundé,Yaoundé Nsimalen International Airport,CM-CE,AF
5901,TJM,LED,10,910,800,1035.0,65.35,57.18,30.31,59.81,0.9997560898508285,0.0002439101491714668,0.007139694062295532,St. Petersburg,Pulkovo Airport,RU-SPE,EU
5902,SFO,HND,10,347,281,429.0,-122.39,37.62,139.78,35.55,0.9997564747830039,0.00024352521699610996,0.21412398185515635,Tokyo,Tokyo Haneda International Airport,JP-13,AS
5903,OSS,DME,10,416,368,469.0,72.79,40.61,37.9,55.41,0.9997566144085376,0.00024338559146241945,0.0005799458222027765,Moscow,Domodedovo International Airport,RU-MOS,EU
5904,FKI,FIH,10,376,265,535.0,25.2,0.52,15.45,-4.39,0.999756778139876,0.00024322186012404323,0.0005106738707477687,Kinshasa,Ndjili International Airport,CD-KN,AF
5905,CCU,VTZ,10,1256,1031,1528.0,88.44,22.65,83.23,17.73,0.9997571157050659,0.00024288429493413144,0.1858657349942382,Visakhapatnam,Vishakhapatnam Airport,IN-AP,AS
5906,FCO,BBU,10,2982,2801,3175.0,12.25,41.79,26.08,44.5,0.9997583973674494,0.0002416026325505749,0.19668031070941028,Bucharest,Băneasa International Airport,RO-B,EU
5907,IPN,GRU,10,443,376,522.0,-42.53,-19.5,-46.48,-23.43,0.9997586110352595,0.00024138896474046323,0.0003291716238607023,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
5908,SJW,NKG,10,411,371,455.0,114.69,38.27,118.87,31.74,0.9997587279300262,0.00024127206997381911,0.01574582691607107,Nanjing,Nanjing Lukou Airport,CN-32,AS
5909,FRU,LED,10,900,810,1000.0,74.47,43.05,30.31,59.81,0.9997587698588236,0.00024123014117638508,0.006740523784617314,St. Petersburg,Pulkovo Airport,RU-SPE,EU
5910,GYD,LED,10,900,824,982.0,50.05,40.46,30.31,59.81,0.9997587698588236,0.00024123014117638508,0.016222165219024753,St. Petersburg,Pulkovo Airport,RU-SPE,EU
5911,KRK,ORD,10,1699,1596,1810.0,19.79,50.08,-87.99,41.98,0.9997590366142456,0.00024096338575441134,0.012548985201686458,Chicago,Chicago O'Hare International Airport,US-IL,NA
5912,CTA,NAP,10,10814,10279,11377.0,15.07,37.47,14.29,40.89,0.999759950787923,0.00024004921207698704,0.007413901321794536,Nápoli,Naples International Airport,IT-72,EU
5913,IND,YYZ,10,1832,1749,1920.0,-86.27,39.73,-79.61,43.68,0.9997608346570671,0.00023916534293288993,0.017192462299885136,Toronto,Lester B. Pearson International Airport,CA-ON,NA
5914,WUZ,SZX,10,488,383,620.0,111.25,23.46,113.93,22.3,0.9997616429549429,0.00023835704505714705,0.0006413582105786464,Shenzhen,Shenzhen Bao'an International Airport,CN-44,AS
5915,CAI,BGW,10,1171,1065,1288.0,31.41,30.12,44.23,33.26,0.9997621878879313,0.00023781211206874708,0.09827695862630392,Baghdad,Baghdad International Airport,IQ-BG,AS
5916,HAM,LED,10,886,821,956.0,10.01,53.63,30.31,59.81,0.9997625218820863,0.0002374781179137475,0.043948239391027766,St. Petersburg,Pulkovo Airport,RU-SPE,EU
5917,DXB,URC,10,826,774,882.0,55.35,25.25,87.48,43.9,0.9997648903449313,0.0002351096550686771,0.46650329777906463,Ürümqi,Ürümqi Diwopu International Airport,CN-65,AS
5918,UBA,GRU,10,431,371,500.0,-47.96,-19.78,-46.48,-23.43,0.9997651490203776,0.00023485097962239188,0.00028715608416662874,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
5919,FRA,SDQ,10,1724,1623,1831.0,8.57,50.05,-69.68,18.43,0.9997670006866765,0.0002329993133235453,0.3708532308454092,Santo Domingo,Las Américas International Airport,DO-01,NA
5920,CHG,SHE,10,446,349,570.0,120.44,41.55,123.43,41.86,0.9997671160725856,0.00023288392741438457,0.0005918023329726241,Shenyang,Taoxian Airport,CN-21,AS
5921,LGW,LED,10,866,813,923.0,-0.16,51.16,30.31,59.81,0.9997678819397449,0.0002321180602551376,0.022126635604448497,St. Petersburg,Pulkovo Airport,RU-SPE,EU
5922,CLO,EOH,10,2040,1756,2369.0,-76.38,3.54,-75.59,6.22,0.9997685369753196,0.00023146302468035618,0.012385609114388685,Medellín,Enrique Olaya Herrera Airport,CO-ANT,SA
5923,GUA,ORD,10,1632,1533,1737.0,-90.53,14.59,-87.99,41.98,0.9997685378963368,0.00023146210366320474,0.005993179535621729,Chicago,Chicago O'Hare International Airport,US-IL,NA
5924,DLA,ADD,10,1757,1529,2018.0,9.72,4.01,38.8,8.98,0.9997696756618658,0.0002303243381341913,0.009814670855389673,Addis Ababa,Addis Ababa Bole International Airport,ET-AA,AF
5925,GYD,URC,10,809,748,875.0,50.05,40.46,87.48,43.9,0.9997697286063341,0.0002302713936659373,0.016222165219024753,Ürümqi,Ürümqi Diwopu International Airport,CN-65,AS
5926,NAP,BBU,10,2842,2614,3090.0,14.29,40.89,26.08,44.5,0.9997697389080372,0.0002302610919627801,0.02111124567623146,Bucharest,Băneasa International Airport,RO-B,EU
5927,DTW,SNA,10,3108,2974,3249.0,-83.36,42.21,-117.86,33.68,0.9997698586637132,0.00023014133628684874,0.09255956941629317,Santa Ana,John Wayne Airport-Orange County Airport,US-CA,NA
5928,DOH,ATQ,10,3485,3145,3862.0,51.56,25.27,74.81,31.71,0.9997701810284007,0.00022981897159934928,0.16992152995159926,Amritsar,Sri Guru Ram Dass Jee International Airport,IN-PB,AS
5929,PEW,LHE,10,3484,2988,4061.0,71.52,33.99,74.4,31.52,0.99977024696601,0.0002297530339899767,0.004994953614757547,Lahore,Alama Iqbal International Airport,PK-PB,AS
5930,KBP,ODS,10,12651,11591,13807.0,30.9,50.34,30.68,46.44,0.9997703990883112,0.0002296009116887765,0.04878780740027766,Odessa,Odessa International Airport,UA-51,EU
5931,TPE,HFE,10,594,555,637.0,121.22,25.08,117.28,31.85,0.99977041311578,0.00022958688422003437,0.3836216321039102,Hefei,Hefei Luogang International Airport,CN-34,AS
5932,DUS,LAX,10,3099,2943,3263.0,6.77,51.28,-118.41,33.94,0.9997705250196836,0.00022947498031644642,0.09003405533912057,Los Angeles,Los Angeles International Airport,US-CA,NA
5933,CUN,BOG,10,1607,1530,1688.0,-86.87,21.04,-74.14,4.7,0.9997707739244795,0.00022922607552045005,0.07859616880290721,Bogota,El Dorado International Airport,CO-CUN,SA
5934,DUS,YYZ,10,1752,1669,1840.0,6.77,51.28,-79.61,43.68,0.9997712773640338,0.00022872263596618314,0.09003405533912057,Toronto,Lester B. Pearson International Airport,CA-ON,NA
5935,ZCL,LAX,10,3088,2860,3334.0,-102.55,22.8,-118.41,33.94,0.9997713394553616,0.0002286605446384371,0.00585610539912973,Los Angeles,Los Angeles International Airport,US-CA,NA
5936,BZV,NBO,10,537,477,605.0,15.25,-4.26,36.93,-1.32,0.999771606548584,0.00022839345141600909,0.0030734239652956408,Nairobi,Jomo Kenyatta International Airport,KE-110,AF
5937,CDG,SCL,10,5879,5594,6179.0,2.57,49.0,-70.79,-33.4,0.9997718076102754,0.00022819238972460187,0.36857735464721275,Santiago,Comodoro Arturo Merino Benítez International Airport,CL-RM,SA
5938,THR,BGW,10,1117,1005,1241.0,51.32,35.69,44.23,33.26,0.9997731532144661,0.00022684678553386295,0.00022684678553386295,Baghdad,Baghdad International Airport,IQ-BG,AS
5939,VVC,BOG,10,1589,1259,2006.0,-73.57,4.08,-74.14,4.7,0.9997733411937508,0.00022665880624916923,0.00022665880624916923,Bogota,El Dorado International Airport,CO-CUN,SA
5940,OUA,ABJ,10,468,350,625.0,-1.51,12.36,-3.93,5.25,0.9997742153525885,0.00022578464741151993,0.004648830252750313,Abidjan,Port Bouet Airport,CI-01,AF
5941,ASB,ATQ,10,3407,2969,3910.0,58.37,37.98,74.81,31.71,0.9997753241749935,0.00022467582500651506,0.012300795515678642,Amritsar,Sri Guru Ram Dass Jee International Airport,IN-PB,AS
5942,GEG,ORD,10,1575,1404,1766.0,-117.54,47.63,-87.99,41.98,0.9997766211477097,0.0002233788522902902,0.0002233788522902902,Chicago,Chicago O'Hare International Airport,US-IL,NA
5943,HOG,YYZ,10,1703,1458,1989.0,-76.31,20.79,-79.61,43.68,0.9997776735759156,0.00022232642408437364,0.0006529428174717467,Toronto,Lester B. Pearson International Airport,CA-ON,NA
5944,TSF,BBU,10,2740,2486,3019.0,12.21,45.66,26.08,44.5,0.9997780021114828,0.00022199788851717805,0.006746213662943035,Bucharest,Băneasa International Airport,RO-B,EU
5945,BTS,ATQ,10,3366,3001,3775.0,17.2,48.17,74.81,31.71,0.9997780276344526,0.00022197236554744038,0.009420877924409932,Amritsar,Sri Guru Ram Dass Jee International Airport,IN-PB,AS
5946,ASB,URC,10,779,714,851.0,58.37,37.98,87.48,43.9,0.99977826677181,0.00022173322818996866,0.012300795515678642,Ürümqi,Ürümqi Diwopu International Airport,CN-65,AS
5947,YHZ,ORD,10,1563,1486,1644.0,-63.51,44.88,-87.99,41.98,0.9997783228931685,0.0002216771068315193,0.014916707854853772,Chicago,Chicago O'Hare International Airport,US-IL,NA
5948,CTU,NGB,10,4561,4212,4939.0,103.96,30.58,121.46,29.82,0.9997788047244214,0.00022119527557862284,0.3250184067517313,Ningbo,Ningbo Lishe International Airport,CN-33,AS
5949,KUL,UPG,10,2251,2088,2426.0,101.71,2.76,119.55,-5.06,0.9997788235177296,0.0002211764822703799,0.31764858873713275,Ujung Pandang-Celebes Island,Hasanuddin International Airport,ID-SN,AS
5950,KHN,TSA,10,401,370,433.0,115.91,28.86,121.55,25.06,0.9997804978936228,0.0002195021063772229,0.07431717349583145,Taipei City,Taipei Songshan Airport,TW-TPE,AS
5951,MZT,LAX,10,2953,2695,3237.0,-106.27,23.17,-118.41,33.94,0.9997813348563552,0.00021866514364476952,0.007745783402276163,Los Angeles,Los Angeles International Airport,US-CA,NA
5952,PTY,SCL,10,5620,5048,6258.0,-79.39,9.07,-70.79,-33.4,0.9997818595548594,0.00021814044514056885,0.03336653139614887,Santiago,Comodoro Arturo Merino Benítez International Airport,CL-RM,SA
5953,MJN,TNR,10,1704,1350,2152.0,46.35,-15.67,47.48,-18.8,0.9997822430594752,0.00021775694052483807,0.00021775694052483807,Antananarivo,Ivato Airport,MG-T,AF
5954,LWN,DME,10,372,278,497.0,43.83,40.72,37.9,55.41,0.9997823543137171,0.00021764568628290792,0.00021764568628290792,Moscow,Domodedovo International Airport,RU-MOS,EU
5955,ARI,SCL,10,5602,5034,6233.0,-70.34,-18.35,-70.79,-33.4,0.9997825581493587,0.00021744185064132004,0.00021744185064132004,Santiago,Comodoro Arturo Merino Benítez International Airport,CL-RM,SA
5956,ADD,FIH,10,335,287,391.0,38.8,8.98,15.45,-4.39,0.9997832967986251,0.0002167032013749015,0.04039782073845244,Kinshasa,Ndjili International Airport,CD-KN,AF
5957,STN,NAP,10,9756,9205,10341.0,0.26,51.89,14.29,40.89,0.9997834337325682,0.00021656626743182805,0.013216888732441645,Nápoli,Naples International Airport,IT-72,EU
5958,ATH,BGW,10,1063,975,1159.0,23.95,37.94,44.23,33.26,0.9997841186612678,0.0002158813387321823,0.09471114571551953,Baghdad,Baghdad International Airport,IQ-BG,AS
5959,DFW,SCL,10,5554,5314,5804.0,-97.04,32.9,-70.79,-33.4,0.9997844210704099,0.00021557892959012115,0.13127883790981232,Santiago,Comodoro Arturo Merino Benítez International Airport,CL-RM,SA
5960,FNJ,SHE,10,412,352,482.0,125.67,39.2,123.43,41.86,0.9997848676460245,0.00021513235397552233,0.002164493574162152,Shenyang,Taoxian Airport,CN-21,AS
5961,CTS,DLC,10,798,751,848.0,141.68,42.79,121.54,38.96,0.999784932275276,0.00021506772472401625,0.3670167216106771,Dalian,Zhoushuizi Airport,CN-21,AS
5962,DME,YYZ,10,1643,1550,1742.0,37.9,55.41,-79.61,43.68,0.9997855057278291,0.00021449427217090644,0.04597947656841439,Toronto,Lester B. Pearson International Airport,CA-ON,NA
5963,KMG,NGB,10,4417,4141,4712.0,102.74,25.0,121.46,29.82,0.9997857875588602,0.00021421244113983828,0.1778148610103506,Ningbo,Ningbo Lishe International Airport,CN-33,AS
5964,ATL,SCL,10,5507,5261,5765.0,-84.44,33.64,-70.79,-33.4,0.9997862451839692,0.00021375481603080893,0.19295304173114924,Santiago,Comodoro Arturo Merino Benítez International Airport,CL-RM,SA
5965,IOS,CNF,10,2920,2549,3345.0,-39.03,-14.81,-43.96,-19.63,0.9997863573996328,0.00021364260036715876,0.006759685123410741,Belo Horizonte,Tancredo Neves International Airport,BR-MG,SA
5966,SYX,NGB,10,4377,4021,4765.0,109.41,18.31,121.46,29.82,0.9997877272437484,0.0002122727562515747,0.07072761856019583,Ningbo,Ningbo Lishe International Airport,CN-33,AS
5967,TSA,KHH,10,1040,963,1123.0,121.55,25.06,120.35,22.57,0.9997877462615408,0.0002122537384592338,0.014300402316069216,Kaohsiung City,Kaohsiung International Airport,TW-KHH,AS
5968,SDQ,BOG,10,1485,1406,1569.0,-69.68,18.43,-74.14,4.7,0.9997881744341767,0.00021182556582333145,0.024597719826875974,Bogota,El Dorado International Airport,CO-CUN,SA
5969,BKK,SWA,10,2223,2056,2403.0,100.75,13.69,116.76,23.43,0.9997888553303984,0.00021114466960159284,0.43299857704987366,Shantou,Jieyang Chaoshan International Airport,CN-44,AS
5970,LJU,ATH,10,822,774,872.0,14.45,46.23,23.95,37.94,0.9997890939986441,0.00021090600135587056,0.013841254646628331,Athens,Eleftherios Venizelos International Airport,GR-A1,EU
5971,DLU,KMG,10,1135,932,1382.0,100.32,25.65,102.74,25.0,0.9997895586748763,0.0002104413251237114,0.0002104413251237114,Kunming,Kunming Changshui International Airport,CN-53,AS
5972,FNJ,BKK,10,353,297,419.0,125.67,39.2,100.75,13.69,0.9997913558115579,0.00020864418844213084,0.002164493574162152,Bangkok,Suvarnabhumi Airport,TH-10,AS
5973,TMM,TNR,10,1632,1310,2034.0,49.39,-18.11,47.48,-18.8,0.9997914430974282,0.00020855690257182147,0.00020855690257182147,Antananarivo,Ivato Airport,MG-T,AF
5974,CHM,LIM,10,263,186,372.0,-78.53,-9.15,-77.11,-12.02,0.9997916238403858,0.00020837615961422085,0.00020837615961422085,Lima,Jorge Chávez International Airport,PE-LIM,SA
5975,BGA,EOH,10,1836,1546,2181.0,-73.18,7.13,-75.59,6.22,0.9997916808667021,0.0002083191332978851,0.004306041245055958,Medellín,Enrique Olaya Herrera Airport,CO-ANT,SA
5976,BSK,ORY,10,332,245,450.0,5.74,34.79,2.36,48.73,0.9997917058926401,0.0002082941073598965,0.0002082941073598965,Paris,Paris-Orly Airport,FR-IDF,EU
5977,LAD,SVO,10,356,311,407.0,13.23,-8.85,37.42,55.97,0.9997917144435428,0.0002082855564572439,0.0030833112563448672,Moscow,Sheremetyevo International Airport,RU-MOS,EU
5978,BOG,SCL,10,5364,5096,5646.0,-74.14,4.7,-70.79,-33.4,0.9997917951669684,0.00020820483303163329,0.05319904201185266,Santiago,Comodoro Arturo Merino Benítez International Airport,CL-RM,SA
5979,ICN,TNA,10,1232,1127,1347.0,126.45,37.45,117.21,36.86,0.9997921549985735,0.00020784500142645435,0.4018553904371315,Jinan,Yaoqiang Airport,CN-37,AS
5980,OSS,URC,10,727,636,830.0,72.79,40.61,87.48,43.9,0.9997930664313676,0.00020693356863243917,0.0005799458222027765,Ürümqi,Ürümqi Diwopu International Airport,CN-65,AS
5981,UDI,PLU,10,2827,2171,3681.0,-48.23,-18.9,-43.75,-19.75,0.9997931610663703,0.00020683893362971606,0.01054565139649144,Belo Horizonte,Pampulha - Carlos Drummond de Andrade Airport,BR-MG,SA
5982,STI,PAP,10,440,366,528.0,-70.6,19.4,-72.29,18.58,0.999793595067953,0.00020640493204704402,0.013133650237025396,Port-au-Prince,Toussaint Louverture International Airport,HT-OU,NA
5983,COR,SCL,10,5308,4862,5795.0,-64.21,-31.32,-70.79,-33.4,0.999793968595279,0.00020603140472097436,0.01189052158229531,Santiago,Comodoro Arturo Merino Benítez International Airport,CL-RM,SA
5984,BRU,BBU,10,2529,2327,2749.0,4.48,50.9,26.08,44.5,0.9997950958177312,0.0002049041822688169,0.09601982900493511,Bucharest,Băneasa International Airport,RO-B,EU
5985,NGO,CGQ,10,725,679,774.0,136.81,34.86,125.22,43.9,0.9997956037335136,0.0002043962664863841,0.10598224934199862,Changchun,Longjia Airport,CN-22,AS
5986,BOG,SDQ,10,1512,1431,1597.0,-74.14,4.7,-69.68,18.43,0.9997956496466686,0.00020435035333143947,0.05319904201185266,Santo Domingo,Las Américas International Airport,DO-01,NA
5987,YGJ,NGO,10,1189,1073,1318.0,133.24,35.5,136.81,34.86,0.9997972394505011,0.00020276054949885935,0.01332236566686995,Tokoname,Chubu Centrair International Airport,JP-23,AS
5988,LBV,COO,10,1639,1216,2208.0,9.41,0.46,2.39,6.35,0.9997973032145056,0.00020269678549444947,0.004622726179888348,Cotonou,Cadjehoun Airport,BJ-AQ,AF
5989,VLC,BBU,10,2498,2291,2723.0,-0.47,39.49,26.08,44.5,0.999797607239955,0.0002023927600449671,0.01605203837390068,Bucharest,Băneasa International Airport,RO-B,EU
5990,EBL,BEY,10,256,223,293.0,43.96,36.24,35.49,33.83,0.9997986310737319,0.00020136892626809733,0.0031117539476666067,Beirut,Beirut Rafic Hariri International Airport,LB-JL,AS
5991,MUC,MBA,10,1314,1195,1444.0,11.79,48.35,39.6,-4.03,0.9997987671508244,0.00020123284917561435,0.18536081803405602,Mombasa,Mombasa Moi International Airport,KE-300,AF
5992,MMX,DAM,10,577,496,670.0,13.36,55.54,36.51,33.41,0.999799906791379,0.00020009320862102165,0.00020009320862102165,Damascus,Damascus International Airport,SY-DI,AS
5993,HRE,SIN,10,637,572,710.0,31.1,-17.92,103.99,1.36,0.9998000624025194,0.0001999375974806039,0.0026985185769551334,Singapore,Singapore Changi Airport,SG-04,AS
5994,CRL,BBU,10,2461,2270,2668.0,4.45,50.46,26.08,44.5,0.9998006047521579,0.0001993952478420713,0.0034123852408588506,Bucharest,Băneasa International Airport,RO-B,EU
5995,RUH,LHE,10,3021,2660,3431.0,46.7,24.96,74.4,31.52,0.9998007765462962,0.00019922345370382288,0.06611229178969702,Lahore,Alama Iqbal International Airport,PK-PB,AS
5996,DEN,BUR,10,2686,2552,2827.0,-104.67,39.85,-118.35,34.2,0.999801103832587,0.00019889616741297633,0.0746648951082095,Burbank,Bob Hope Airport,US-CA,NA
5997,LFW,ADD,10,1507,1327,1711.0,1.25,6.17,38.8,8.98,0.9998024448117844,0.00019755518821562568,0.0044472185515306295,Addis Ababa,Addis Ababa Bole International Airport,ET-AA,AF
5998,JOG,UPG,10,2005,1776,2263.0,110.44,-7.79,119.55,-5.06,0.9998029923559035,0.00019700764409646965,0.05617953805914966,Ujung Pandang-Celebes Island,Hasanuddin International Airport,ID-SN,AS
5999,ROB,CMN,10,447,391,511.0,-10.36,6.24,-7.59,33.37,0.9998045822461196,0.0001954177538804336,0.0032171839792956014,Casablanca,Mohammed V International Airport,MA-CAS,AF
6000,IKT,SHE,10,372,336,412.0,104.36,52.27,123.43,41.86,0.9998057522536034,0.00019424774639664744,0.011093522454990179,Shenyang,Taoxian Airport,CN-21,AS
6001,HKG,PNH,10,3956,3626,4315.0,113.94,22.32,104.85,11.55,0.9998058831937703,0.00019411680622971605,0.6035680697128687,Phnom Penh,Phnom Penh International Airport,KH-8,AS
6002,BHX,YYZ,10,1485,1406,1568.0,-1.73,52.45,-79.61,43.68,0.9998061306880571,0.0001938693119428736,0.014502366050691662,Toronto,Lester B. Pearson International Airport,CA-ON,NA
6003,YKS,HRB,10,442,375,521.0,129.75,62.09,126.24,45.62,0.9998062085868035,0.00019379141319653126,0.0058933532982182735,Harbin,Taiping Airport,CN-23,AS
6004,CTA,BBU,10,2388,2208,2582.0,15.07,37.47,26.08,44.5,0.9998065187890771,0.00019348121092288562,0.007413901321794536,Bucharest,Băneasa International Airport,RO-B,EU
6005,DYU,URC,10,679,611,754.0,68.82,38.55,87.48,43.9,0.9998067278500229,0.0001932721499771084,0.0067543795723908895,Ürümqi,Ürümqi Diwopu International Airport,CN-65,AS
6006,IND,LAX,10,2605,2504,2709.0,-86.27,39.73,-118.41,33.94,0.9998071012397362,0.00019289876026384878,0.017192462299885136,Los Angeles,Los Angeles International Airport,US-CA,NA
6007,NRT,CGQ,10,683,634,735.0,140.39,35.77,125.22,43.9,0.9998074434805801,0.00019255651941985086,0.4315080380771502,Changchun,Longjia Airport,CN-22,AS
6008,RIX,GYD,10,976,896,1063.0,23.98,56.92,50.05,40.46,0.9998075090443994,0.00019249095560058826,0.02388875955369263,Baku,Heydar Aliyev International Airport,AZ-BA,AS
6009,VLN,BOG,10,1349,1255,1450.0,-67.92,10.15,-74.14,4.7,0.9998075720806459,0.00019242791935414338,0.00019242791935414338,Bogota,El Dorado International Airport,CO-CUN,SA
6010,DTM,BBU,10,2361,2149,2595.0,7.61,51.51,26.08,44.5,0.9998087061814575,0.00019129381854254834,0.005000170678235438,Bucharest,Băneasa International Airport,RO-B,EU
6011,BHK,LED,10,713,631,806.0,64.47,39.76,30.31,59.81,0.9998088873316454,0.00019111266835458718,0.0017897000028596066,St. Petersburg,Pulkovo Airport,RU-SPE,EU
6012,GDL,ONT,10,2580,2413,2758.0,-103.3,20.53,-117.6,34.06,0.9998089522985908,0.00019104770140920824,0.07323357651184548,Ontario,Ontario International Airport,US-CA,NA
6013,LED,GYD,10,968,886,1057.0,30.31,59.81,50.05,40.46,0.9998090866884969,0.00019091331150311586,0.08475383782543167,Baku,Heydar Aliyev International Airport,AZ-BA,AS
6014,ORY,TNR,10,1493,1363,1634.0,2.36,48.73,47.48,-18.8,0.9998092045212942,0.0001907954787058186,0.04659102991836073,Antananarivo,Ivato Airport,MG-T,AF
6015,AEP,MVD,10,3678,3281,4123.0,-58.42,-34.56,-56.03,-34.84,0.9998093486763403,0.00019065132365969628,0.00019065132365969628,Montevideo,Carrasco International /General C L Berisso Airport,UY-CA,SA
6016,HAN,KMG,10,1028,971,1088.0,105.8,21.21,102.74,25.0,0.9998093957459826,0.00019060425401740133,0.15005694732597186,Kunming,Kunming Changshui International Airport,CN-53,AS
