,Origin,Dest,Month,Prediction,lower,upper,origin_lon,origin_lat,dest_lon,dest_lat,dest_p_no_outbreak,risk_ij,risk_i,dest_municipality,dest_name,dest_region,dest_continent
0,CTS,HND,10,527281,483306,575257.0,141.68,42.79,139.78,35.55,0.6906709182484823,0.30932908175151774,0.3670167216106771,Tokyo,Tokyo Haneda International Airport,JP-13,AS
1,DEL,BOM,10,303139,276824,331955.0,77.1,28.56,72.87,19.1,0.7737996410576649,0.22620035894233514,0.4758637223827805,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
2,PEK,SHA,10,298365,274382,325928.0,116.59,40.08,121.34,31.2,0.7797197363913706,0.2202802636086294,0.7446300644983057,Shanghai,Shanghai Hongqiao International Airport,CN-31,AS
3,FUK,HND,10,324308,297075,354037.0,130.44,33.58,139.78,35.55,0.7964207529276468,0.2035792470723532,0.2854895317134164,Tokyo,Tokyo Haneda International Airport,JP-13,AS
4,SHA,PEK,10,279779,257300,304221.0,121.34,31.2,116.59,40.08,0.8011041102504675,0.19889588974953254,0.38322139911693276,Beijing,Beijing Capital International Airport,CN-11,AS
5,BOM,DEL,10,292231,267413,321926.0,72.87,19.1,77.1,28.56,0.8029773340885532,0.1970226659114468,0.42451939251519244,New Delhi,Indira Gandhi International Airport,IN-DL,AS
6,OKA,HND,10,256527,233810,281452.0,127.77,26.37,139.78,35.55,0.8352259187545239,0.1647740812454761,0.2215674591580742,Tokyo,Tokyo Haneda International Airport,JP-13,AS
7,CJU,GMP,10,259162,228575,293841.0,126.49,33.51,126.8,37.56,0.8484199777572501,0.1515800222427499,0.18583587816464475,Seoul,Gimpo International Airport,KR-11,AS
8,ITM,HND,10,219992,198158,244232.0,135.44,34.79,139.78,35.55,0.8569209724264643,0.14307902757353574,0.16501674703625113,Tokyo,Tokyo Haneda International Airport,JP-13,AS
9,HKG,TPE,10,263851,247843,280892.0,113.94,22.32,121.22,25.08,0.8655030262877899,0.13449697371221014,0.6035680697128687,Taipei,Taiwan Taoyuan International Airport,TW-TAO,AS
10,HND,ITM,10,238376,214125,265373.0,139.78,35.55,135.44,34.79,0.8720955286896611,0.12790447131033889,0.22811212103172884,Osaka,Osaka International Airport,JP-27,AS
11,TPE,HKG,10,268728,252218,286318.0,121.22,25.08,113.94,22.32,0.8769790041544895,0.12302099584551052,0.3836216321039102,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
12,CTU,PEK,10,160540,150195,172309.0,103.96,30.58,116.59,40.08,0.8805129709492425,0.11948702905075748,0.3250184067517313,Beijing,Beijing Capital International Airport,CN-11,AS
13,PEK,CAN,10,169711,164415,191396.0,116.59,40.08,113.3,23.39,0.8826195774209389,0.11738042257906112,0.7446300644983057,Guangzhou,Guangzhou Baiyun International Airport,CN-44,AS
14,CAN,PEK,10,155769,144189,168279.0,113.3,23.39,116.59,40.08,0.8838491032483947,0.11615089675160528,0.41424891148206033,Beijing,Beijing Capital International Airport,CN-11,AS
15,SIN,CGK,10,172493,160410,185486.0,103.99,1.36,106.66,-6.13,0.8847807947936411,0.11521920520635887,0.5035341057418086,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
16,HKG,PVG,10,142140,131303,153871.0,113.94,22.32,121.8,31.15,0.888218690653527,0.11178130934647301,0.6035680697128687,Shanghai,Shanghai Pudong International Airport,CN-31,AS
17,MAD,BCN,10,222226,212174,232753.0,-3.57,40.47,2.08,41.3,0.8892078235725417,0.11079217642745831,0.3030775450040516,Barcelona,Barcelona International Airport,ES-CT,EU
18,SZX,PEK,10,128807,119075,139335.0,113.93,22.3,116.59,40.08,0.902941297213543,0.09705870278645701,0.2927821437781162,Beijing,Beijing Capital International Airport,CN-11,AS
19,CEB,MNL,10,117475,103679,133107.0,123.98,10.32,121.01,14.51,0.9049957812891065,0.09500421871089348,0.11533804745240861,Manila,Ninoy Aquino International Airport,PH-U-A,AS
20,BLR,BOM,10,117277,108194,127123.0,77.71,13.2,72.87,19.1,0.905551436172371,0.094448563827629,0.26277374307455337,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
21,SUB,CGK,10,138529,125155,153334.0,112.78,-7.38,106.66,-6.13,0.9063663635766384,0.09363363642336164,0.10748293988264646,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
22,DPS,CGK,10,137289,127902,147364.0,115.16,-8.74,106.66,-6.13,0.9071643233311012,0.0928356766688988,0.14796091440693315,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
23,HAN,SGN,10,139879,128296,152507.0,105.8,21.21,106.66,10.81,0.9082316208412479,0.09176837915875213,0.15005694732597186,Ho Chi Minh City,Tan Son Nhat International Airport,VN-23,AS
24,BLR,DEL,10,122783,111824,134816.0,77.71,13.2,77.1,28.56,0.9119276548868847,0.08807234511311535,0.26277374307455337,New Delhi,Indira Gandhi International Airport,IN-DL,AS
25,PEK,CTU,10,160340,163225,187225.0,116.59,40.08,103.96,30.58,0.9119840101362865,0.0880159898637135,0.7446300644983057,Chengdu,Chengdu Shuangliu International Airport,CN-51,AS
26,SDU,CGH,10,165727,148789,184593.0,-43.17,-22.91,-46.66,-23.63,0.9136434390543886,0.0863565609456114,0.10819084154119885,São Paulo,Congonhas Airport,BR-SP,SA
27,MES,CGK,10,123749,111404,137462.0,98.67,3.56,106.66,-6.13,0.9159233794016507,0.0840766205983493,0.08961357849097484,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
28,HKG,MNL,10,99422,90760,108911.0,113.94,22.32,121.01,14.51,0.9189860231521633,0.08101397684783673,0.6035680697128687,Manila,Ninoy Aquino International Airport,PH-U-A,AS
29,HGH,PEK,10,104924,96947,113558.0,120.43,30.24,116.59,40.08,0.9201973820084761,0.07980261799152388,0.2187631144027571,Beijing,Beijing Capital International Airport,CN-11,AS
30,TLS,ORY,10,131308,124186,138839.0,1.37,43.63,2.36,48.73,0.9209125897286887,0.07908741027131128,0.10760345848719866,Paris,Paris-Orly Airport,FR-IDF,EU
31,HKG,PEK,10,102125,94649,110191.0,113.94,22.32,116.59,40.08,0.9222412008197569,0.07775879918024309,0.6035680697128687,Beijing,Beijing Capital International Airport,CN-11,AS
32,KOJ,HND,10,114790,102437,128631.0,130.72,31.8,139.78,35.55,0.9225906550175786,0.07740934498242136,0.1035590826919498,Tokyo,Tokyo Haneda International Airport,JP-13,AS
33,LAX,JFK,10,123588,118732,128643.0,-118.41,33.94,-73.79,40.64,0.9248608883025664,0.07513911169743359,0.2766725756447104,New York,John F Kennedy International Airport,US-NY,NA
34,NRT,PVG,10,93361,86850,100360.0,140.39,35.77,121.8,31.15,0.9250956239890904,0.0749043760109096,0.4315080380771502,Shanghai,Shanghai Pudong International Airport,CN-31,AS
35,XIY,PEK,10,97594,91839,103711.0,108.76,34.44,116.59,40.08,0.9255593456535866,0.07444065434641345,0.23552978105319755,Beijing,Beijing Capital International Airport,CN-11,AS
36,NCE,ORY,10,121647,115253,128395.0,7.21,43.66,2.36,48.73,0.9265119912253542,0.07348800877464579,0.13411303632408889,Paris,Paris-Orly Airport,FR-IDF,EU
37,CAN,SHA,10,90630,81886,100306.0,113.3,23.39,121.34,31.2,0.9272049401008945,0.07279505989910551,0.41424891148206033,Shanghai,Shanghai Hongqiao International Airport,CN-31,AS
38,UPG,CGK,10,106261,97961,115263.0,119.55,-5.06,106.66,-6.13,0.9273616797244014,0.07263832027559858,0.07263832027559858,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
39,ORD,LGA,10,118032,114003,122203.0,-87.99,41.98,-73.87,40.77,0.9281143263892616,0.07188567361073839,0.24052309468401256,New York,La Guardia Airport,US-NY,NA
40,ADB,IST,10,95509,90666,100611.0,27.15,38.29,28.82,40.98,0.9307161661554706,0.06928383384452941,0.09292545204710789,Istanbul,Istanbul Airport,TR-34,AS
41,SZX,SHA,10,84284,76632,92699.0,113.93,22.3,121.34,31.2,0.9321249298620381,0.0678750701379619,0.2927821437781162,Shanghai,Shanghai Hongqiao International Airport,CN-31,AS
42,LHR,JFK,10,110922,106078,115988.0,-0.45,51.47,-73.79,40.64,0.9322944429618341,0.06770555703816594,0.4195935881985313,New York,John F Kennedy International Airport,US-NY,NA
43,CCU,DEL,10,92109,82060,103389.0,88.44,22.65,77.1,28.56,0.933175218212362,0.06682478178763795,0.1858657349942382,New Delhi,Indira Gandhi International Airport,IN-DL,AS
44,SHA,CAN,10,93789,85051,103425.0,121.34,31.2,113.3,23.39,0.9333237685912011,0.06667623140879886,0.38322139911693276,Guangzhou,Guangzhou Baiyun International Airport,CN-44,AS
45,MAA,BOM,10,81080,74291,88489.0,80.16,12.98,72.87,19.1,0.933709306286601,0.06629069371339902,0.20390293791494984,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
46,HKG,BKK,10,115464,107454,124071.0,113.94,22.32,100.75,13.69,0.9340238785566601,0.06597612144333986,0.6035680697128687,Bangkok,Suvarnabhumi Airport,TH-10,AS
47,PEK,SZX,10,139481,129383,150367.0,116.59,40.08,113.93,22.3,0.9341336642243343,0.0658663357756657,0.7446300644983057,Shenzhen,Shenzhen Bao'an International Airport,CN-44,AS
48,CTU,PVG,10,81429,76089,88791.0,103.96,30.58,121.8,31.15,0.9343468888725153,0.06565311112748473,0.3250184067517313,Shanghai,Shanghai Pudong International Airport,CN-31,AS
49,MNL,CEB,10,127222,111889,144657.0,121.01,14.51,123.98,10.32,0.9349023426468848,0.06509765735311523,0.24387656730404328,Lapu-Lapu City,Mactan Cebu International Airport,PH-CEB,AS
50,PVG,HKG,10,135434,125447,146217.0,121.8,31.15,113.94,22.32,0.9359822155770029,0.0640177844229971,0.46828033085929965,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
51,SGN,HAN,10,151264,138647,165029.0,106.66,10.81,105.8,21.21,0.9362019167981908,0.06379808320180924,0.16782674807977316,Hanoi,Noi Bai International Airport,VN-15,AS
52,DVO,MNL,10,76992,67620,87663.0,125.64,7.13,121.01,14.51,0.936669898043635,0.06333010195636501,0.0730324166155022,Manila,Ninoy Aquino International Airport,PH-U-A,AS
53,BOM,BLR,10,117153,107846,127262.0,72.87,19.1,77.71,13.2,0.9372611118343044,0.06273888816569562,0.42451939251519244,Bangalore,Kempegowda International Airport,IN-KA,AS
54,DEL,CCU,10,92223,82150,103532.0,77.1,28.56,88.44,22.65,0.9378701161236831,0.062129883876316905,0.4758637223827805,Kolkata,Netaji Subhash Chandra Bose International Airport,IN-WB,AS
55,DEL,BLR,10,114589,104381,125796.0,77.1,28.56,77.71,13.2,0.9385911488329014,0.0614088511670986,0.4758637223827805,Bangalore,Kempegowda International Airport,IN-KA,AS
56,NKG,PEK,10,78436,72503,84855.0,118.87,31.74,116.59,40.08,0.9397216111562267,0.060278388843773345,0.14380690414069186,Beijing,Beijing Capital International Airport,CN-11,AS
57,HIJ,HND,10,88047,78561,98678.0,132.92,34.44,139.78,35.55,0.9400717599343453,0.05992824006565467,0.06776109028726163,Tokyo,Tokyo Haneda International Airport,JP-13,AS
58,TPE,NRT,10,87878,82883,93173.0,121.22,25.08,140.39,35.77,0.9401832768680817,0.059816723131918326,0.3836216321039102,Tokyo,Narita International Airport,JP-12,AS
59,GRU,SSA,10,104250,98229,110641.0,-46.48,-23.43,-38.34,-12.91,0.9407745618935511,0.05922543810644887,0.23258539699603453,Salvador,Deputado Luiz Eduardo Magalhães International Airport,BR-BA,SA
60,SIN,BKK,10,102556,94900,110830.0,103.99,1.36,100.75,13.69,0.9411779251376229,0.058822074862377116,0.5035341057418086,Bangkok,Suvarnabhumi Airport,TH-10,AS
61,CKG,PEK,10,76117,70678,81974.0,106.63,29.72,116.59,40.08,0.9414505348181114,0.05854946518188864,0.2107400736738152,Beijing,Beijing Capital International Airport,CN-11,AS
62,CCU,BOM,10,71202,64474,78632.0,88.44,22.65,72.87,19.1,0.9415444033859024,0.058455596614097605,0.1858657349942382,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
63,KMG,PEK,10,75831,71699,80201.0,102.74,25.0,116.59,40.08,0.9416639815032599,0.05833601849674008,0.1778148610103506,Beijing,Beijing Capital International Airport,CN-11,AS
64,BKK,HKG,10,122492,113574,132111.0,100.75,13.69,113.94,22.32,0.9419183329098136,0.05808166709018636,0.43299857704987366,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
65,ICN,NRT,10,85063,77812,92989.0,126.45,37.45,140.39,35.77,0.9420427391979175,0.05795726080208252,0.4018553904371315,Tokyo,Narita International Airport,JP-12,AS
66,DLC,PEK,10,75070,71194,79156.0,121.54,38.96,116.59,40.08,0.9422321645265633,0.05776783547343667,0.1703135207405736,Beijing,Beijing Capital International Airport,CN-11,AS
67,SIN,MNL,10,69725,62488,77801.0,103.99,1.36,121.01,14.51,0.9424718908574607,0.05752810914253925,0.5035341057418086,Manila,Ninoy Aquino International Airport,PH-U-A,AS
68,CGH,SDU,10,153711,137698,171587.0,-46.66,-23.63,-43.17,-22.91,0.9426216618157666,0.057378338184233435,0.08243357980621224,Rio De Janeiro,Santos Dumont Airport,BR-RJ,SA
69,HYD,BOM,10,69796,64640,75363.0,78.47,17.45,72.87,19.1,0.9426649560727878,0.057335043927212226,0.18714633102112432,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
70,NRT,ICN,10,92978,84579,102210.0,140.39,35.77,126.45,37.45,0.9427317956661759,0.05726820433382407,0.4315080380771502,Seoul,Incheon International Airport,KR-28,AS
71,HYD,DEL,10,78297,71708,85491.0,78.47,17.45,77.1,28.56,0.9429036108845547,0.057096389115445345,0.18714633102112432,New Delhi,Indira Gandhi International Airport,IN-DL,AS
72,PEK,PVG,10,69979,67272,78268.0,116.59,40.08,121.8,31.15,0.9433114172889945,0.05668858271100552,0.7446300644983057,Shanghai,Shanghai Pudong International Airport,CN-31,AS
73,XIY,PVG,10,69944,65564,74616.0,108.76,34.44,121.8,31.15,0.9433389512166928,0.056661048783307244,0.23552978105319755,Shanghai,Shanghai Pudong International Airport,CN-31,AS
74,PVG,NRT,10,82743,77297,88572.0,121.8,31.15,140.39,35.77,0.9435779909007271,0.05642200909927286,0.46828033085929965,Tokyo,Narita International Airport,JP-12,AS
75,KMJ,HND,10,82121,72437,93101.0,130.86,32.83,139.78,35.55,0.9439900223270917,0.05600997767290827,0.07213373595248507,Tokyo,Tokyo Haneda International Airport,JP-13,AS
76,CNX,BKK,10,96946,89742,104729.0,98.97,18.77,100.75,13.69,0.944304233356034,0.05569576664396603,0.07128755111427798,Bangkok,Suvarnabhumi Airport,TH-10,AS
77,PEK,XIY,10,108795,102319,115680.0,116.59,40.08,108.76,34.44,0.9444946313894473,0.05550536861055266,0.7446300644983057,Xi'an,Xi'an Xianyang International Airport,CN-61,AS
78,JFK,LHR,10,107657,102933,112597.0,-73.79,40.64,-0.45,51.47,0.9446159241968108,0.05538407580318916,0.2472619383003961,London,London Heathrow Airport,GB-ENG,EU
79,JOG,CGK,10,79288,71233,88252.0,110.44,-7.79,106.66,-6.13,0.9452844913545422,0.05471550864545782,0.05617953805914966,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
80,SHE,PEK,10,70635,66116,75464.0,123.43,41.86,116.59,40.08,0.9455502821142054,0.05444971788579456,0.15811469014858637,Beijing,Beijing Capital International Airport,CN-11,AS
81,MTY,MEX,10,90313,86523,94269.0,-100.11,25.78,-99.07,19.44,0.945935579293084,0.05406442070691597,0.07064393716467277,Mexico City,Licenciado Benito Juarez International Airport,MX-DIF,NA
82,KMQ,HND,10,79049,69626,89747.0,136.41,36.4,139.78,35.55,0.9460276473355334,0.05397235266446665,0.058335293772028285,Tokyo,Tokyo Haneda International Airport,JP-13,AS
83,HKG,NRT,10,79023,73115,85409.0,113.94,22.32,140.39,35.77,0.9460449116162819,0.0539550883837181,0.6035680697128687,Tokyo,Narita International Airport,JP-12,AS
84,HNL,NRT,10,78444,73686,83510.0,-157.92,21.33,140.39,35.77,0.9464294555090117,0.0535705444909883,0.08910578828589477,Tokyo,Narita International Airport,JP-12,AS
85,SSA,GRU,10,100670,95181,106474.0,-38.34,-12.91,-46.48,-23.43,0.9466164247098365,0.053383575290163465,0.10799100280195317,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
86,SIN,HKG,10,111998,105129,119316.0,103.99,1.36,113.94,22.32,0.9467592525554328,0.053240747444567194,0.5035341057418086,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
87,CUZ,LIM,10,68951,62128,76524.0,-71.94,-13.54,-77.11,-12.02,0.9468298258065064,0.05317017419349357,0.05317017419349357,Lima,Jorge Chávez International Airport,PE-LIM,SA
88,PUS,GMP,10,85922,76464,96549.0,128.95,35.18,126.8,37.56,0.9469603826935762,0.053039617306423814,0.12032786293241715,Seoul,Gimpo International Airport,KR-11,AS
89,ESB,IST,10,72293,68626,76155.0,32.99,40.11,28.82,40.98,0.947102649503897,0.052897350496103,0.07406994295140179,Istanbul,Istanbul Airport,TR-34,AS
90,CKG,PVG,10,64948,59726,70628.0,106.63,29.72,121.8,31.15,0.9472774791307133,0.05272252086928675,0.2107400736738152,Shanghai,Shanghai Pudong International Airport,CN-31,AS
91,GDL,MEX,10,87540,83405,91880.0,-103.3,20.53,-99.07,19.44,0.9475512641892494,0.0524487358107506,0.07323357651184548,Mexico City,Licenciado Benito Juarez International Airport,MX-DIF,NA
92,BOS,LGA,10,85071,81700,88582.0,-71.02,42.37,-73.87,40.77,0.9476520774349875,0.05234792256501253,0.13991135446218705,New York,La Guardia Airport,US-NY,NA
93,ATL,LGA,10,84875,82196,88143.0,-84.44,33.64,-73.87,40.77,0.9477694787689807,0.052230521231019345,0.19295304173114924,New York,La Guardia Airport,US-NY,NA
94,ICN,PVG,10,63974,56921,71901.0,126.45,37.45,121.8,31.15,0.9480472318937974,0.05195276810620264,0.4018553904371315,Shanghai,Shanghai Pudong International Airport,CN-31,AS
95,MNL,HKG,10,108322,98370,119280.0,121.01,14.51,113.94,22.32,0.9484608819787665,0.051539118021233454,0.24387656730404328,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
96,DXB,BOM,10,62372,57446,67721.0,55.35,25.25,72.87,19.1,0.9486038785574347,0.051396121442565335,0.46650329777906463,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
97,PEK,HKG,10,107464,99798,115719.0,116.59,40.08,113.94,22.32,0.9488584923114046,0.05114150768859538,0.7446300644983057,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
98,SHE,PVG,10,62923,58853,67275.0,123.43,41.86,121.8,31.15,0.9488785394415461,0.0511214605584539,0.15811469014858637,Shanghai,Shanghai Pudong International Airport,CN-31,AS
99,MAA,DEL,10,69799,62942,77403.0,80.16,12.98,77.1,28.56,0.9489394505114388,0.0510605494885612,0.20390293791494984,New Delhi,Indira Gandhi International Airport,IN-DL,AS
100,BOM,MAA,10,73398,67238,80122.0,72.87,19.1,80.16,12.98,0.9490387209067302,0.05096127909326975,0.42451939251519244,Chennai,Chennai International Airport,IN-TN,AS
101,ICN,PEK,10,65503,60272,71188.0,126.45,37.45,116.59,40.08,0.9494044581120684,0.05059554188793158,0.4018553904371315,Beijing,Beijing Capital International Airport,CN-11,AS
102,SFO,JFK,10,81767,79123,84499.0,-122.39,37.62,-73.79,40.64,0.9496330735964522,0.050366926403547785,0.21412398185515635,New York,John F Kennedy International Airport,US-NY,NA
103,DLC,PVG,10,61694,58284,65302.0,121.54,38.96,121.8,31.15,0.9498515639500947,0.050148436049905265,0.1703135207405736,Shanghai,Shanghai Pudong International Airport,CN-31,AS
104,PVG,PEK,10,64856,60167,69911.0,121.8,31.15,116.59,40.08,0.9498914744843894,0.050108525515610625,0.46828033085929965,Beijing,Beijing Capital International Airport,CN-11,AS
105,GOI,BOM,10,60346,55624,65469.0,73.84,15.38,72.87,19.1,0.9502310915796208,0.049768908420379177,0.07960333109802309,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
106,SIN,PVG,10,60941,57302,64810.0,103.99,1.36,121.8,31.15,0.9504482223787489,0.04955177762125107,0.5035341057418086,Shanghai,Shanghai Pudong International Airport,CN-31,AS
107,NRT,TPE,10,92797,87449,98472.0,140.39,35.77,121.22,25.08,0.9504673875335042,0.04953261246649576,0.4315080380771502,Taipei,Taiwan Taoyuan International Airport,TW-TAO,AS
108,PEK,NKG,10,86394,79834,93492.0,116.59,40.08,118.87,31.74,0.9505423476801075,0.04945765231989252,0.7446300644983057,Nanjing,Nanjing Lukou Airport,CN-32,AS
109,HGH,CAN,10,68823,63487,74608.0,120.43,30.24,113.3,23.39,0.9506256293743863,0.04937437062561367,0.2187631144027571,Guangzhou,Guangzhou Baiyun International Airport,CN-44,AS
110,CUN,MEX,10,82164,76922,87763.0,-86.87,21.04,-99.07,19.44,0.9506914490421189,0.049308550957881114,0.07859616880290721,Mexico City,Licenciado Benito Juarez International Airport,MX-DIF,NA
111,BOM,CCU,10,72250,65284,79959.0,72.87,19.1,88.44,22.65,0.9509897452042139,0.049010254795786135,0.42451939251519244,Kolkata,Netaji Subhash Chandra Bose International Airport,IN-WB,AS
112,ILO,MNL,10,59051,46206,75466.0,122.54,10.71,121.01,14.51,0.9510592679222418,0.048940732077758176,0.0528837373661476,Manila,Ninoy Aquino International Airport,PH-U-A,AS
113,KUL,CGK,10,70640,65165,76575.0,101.71,2.76,106.66,-6.13,0.9511038620045137,0.04889613799548631,0.31764858873713275,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
114,CGK,SIN,10,158144,146604,170594.0,106.66,-6.13,103.99,1.36,0.9515698183387216,0.04843018166127844,0.12058509841194343,Singapore,Singapore Changi Airport,SG-04,AS
115,BPN,CGK,10,69255,58288,82285.0,116.9,-1.26,106.66,-6.13,0.9520391720316335,0.04796082796836654,0.048980047918728564,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
116,ABV,LOS,10,67720,58008,79058.0,7.27,9.0,3.32,6.58,0.9521120504916324,0.04788794950836761,0.05575773102593162,Lagos,Murtala Muhammed International Airport,NG-LA,AF
117,PEK,HGH,10,114779,106069,124204.0,116.59,40.08,120.43,30.24,0.9522317913549622,0.047768208645037835,0.7446300644983057,Hangzhou,Hangzhou Xiaoshan International Airport,CN-33,AS
118,AYT,IST,10,64898,61717,68242.0,30.8,36.9,28.82,40.98,0.9523825858348267,0.04761741416517329,0.07406047337377164,Istanbul,Istanbul Airport,TR-34,AS
119,BKK,NRT,10,68955,63523,74851.0,100.75,13.69,140.39,35.77,0.9527539103197558,0.04724608968024424,0.43299857704987366,Tokyo,Narita International Airport,JP-12,AS
120,NGS,HND,10,68794,61437,77032.0,129.92,32.91,139.78,35.55,0.9528615812598653,0.04713841874013469,0.059334367771994856,Tokyo,Tokyo Haneda International Airport,JP-13,AS
121,AMD,BOM,10,56394,51591,61645.0,72.62,23.07,72.87,19.1,0.9534132382715629,0.04658676172843712,0.0967836600874078,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
122,CTU,CAN,10,62791,58360,67558.0,103.96,30.58,113.3,23.39,0.9548537922305118,0.04514620776948819,0.3250184067517313,Guangzhou,Guangzhou Baiyun International Airport,CN-44,AS
123,PVG,CTU,10,80005,74123,86354.0,121.8,31.15,103.96,30.58,0.9550690853824837,0.044930914617516304,0.46828033085929965,Chengdu,Chengdu Shuangliu International Airport,CN-51,AS
124,MYJ,HND,10,65222,57786,73614.0,132.7,33.82,139.78,35.55,0.9552535370586153,0.044746462941384735,0.054663072485544584,Tokyo,Tokyo Haneda International Airport,JP-13,AS
125,DEL,MAA,10,63734,57601,70519.0,77.1,28.56,80.16,12.98,0.9555971797374233,0.04440282026257669,0.4758637223827805,Chennai,Chennai International Airport,IN-TN,AS
126,BCD,MNL,10,53253,41155,68907.0,122.93,10.64,121.01,14.51,0.9557565857087671,0.04424341429123291,0.047110923913396774,Manila,Ninoy Aquino International Airport,PH-U-A,AS
127,POA,GRU,10,81752,77685,86032.0,-51.18,-29.99,-46.48,-23.43,0.9564261306036497,0.04357386939635033,0.08899399811703979,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
128,PEK,ICN,10,69994,64362,76118.0,116.59,40.08,126.45,37.45,0.9565757312998624,0.0434242687001376,0.7446300644983057,Seoul,Incheon International Airport,KR-28,AS
129,ORD,EWR,10,69519,65646,73621.0,-87.99,41.98,-74.18,40.69,0.9570128670598947,0.042987132940105255,0.24052309468401256,Newark,Newark Liberty International Airport,US-NJ,NA
130,DCA,LGA,10,69363,66717,72113.0,-77.04,38.85,-73.87,40.77,0.9571072307523943,0.042892769247605655,0.07140724008730848,New York,La Guardia Airport,US-NY,NA
131,DAD,SGN,10,62046,45148,85269.0,108.2,16.06,106.66,10.81,0.9582025277024787,0.04179747229752129,0.05636878919457122,Ho Chi Minh City,Tan Son Nhat International Airport,VN-23,AS
132,SHA,SZX,10,87287,79936,95315.0,121.34,31.2,113.93,22.3,0.9582570241411014,0.041742975858898634,0.38322139911693276,Shenzhen,Shenzhen Bao'an International Airport,CN-44,AS
133,KMI,HND,10,60686,53530,68798.0,131.44,31.87,139.78,35.55,0.958299682104684,0.04170031789531603,0.05716375578756372,Tokyo,Tokyo Haneda International Airport,JP-13,AS
134,HKG,ICN,10,66456,59258,74530.0,113.94,22.32,126.45,37.45,0.9587247536158763,0.04127524638412372,0.6035680697128687,Seoul,Incheon International Airport,KR-28,AS
135,PMI,BCN,10,79583,75279,84134.0,2.73,39.55,2.08,41.3,0.9588202218228749,0.04117977817712515,0.064646317666194,Barcelona,Barcelona International Airport,ES-CT,EU
136,LAX,NRT,10,59620,56172,63280.0,-118.41,33.94,140.39,35.77,0.9590169615429992,0.0409830384570008,0.2766725756447104,Tokyo,Narita International Airport,JP-12,AS
137,JNB,CPT,10,172135,164103,180559.0,28.23,-26.13,18.6,-33.97,0.9590365690140847,0.04096343098591526,0.13443213112036334,Cape Town,Cape Town International Airport,ZA-WC,AF
138,REC,GRU,10,76241,71241,81592.0,-34.92,-8.13,-46.48,-23.43,0.9593028683403227,0.040697131659677255,0.09983427836111713,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
139,CGQ,PEK,10,52049,49033,55251.0,125.22,43.9,116.59,40.08,0.9595832701834653,0.04041672981653466,0.08888708842443804,Beijing,Beijing Capital International Airport,CN-11,AS
140,GIG,GRU,10,75567,71615,79737.0,-43.25,-22.81,-46.48,-23.43,0.9596552891212944,0.040344710878705614,0.13952149412452075,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
141,NRT,HKG,10,84118,77668,91103.0,140.39,35.77,113.94,22.32,0.9597415931186488,0.04025840688135118,0.4315080380771502,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
142,SIN,NRT,10,58344,54285,62706.0,103.99,1.36,140.39,35.77,0.9598762496608959,0.04012375033910409,0.5035341057418086,Tokyo,Narita International Airport,JP-12,AS
143,PLM,CGK,10,57614,51406,64572.0,104.7,-2.9,106.66,-6.13,0.9599369460809832,0.04006305391901677,0.04083234018328452,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
144,TPE,BKK,10,69023,65009,73285.0,121.22,25.08,100.75,13.69,0.9600201620323705,0.039979837967629495,0.3836216321039102,Bangkok,Suvarnabhumi Airport,TH-10,AS
145,EDI,LHR,10,76909,72874,81167.0,-3.36,55.95,-0.45,51.47,0.9601136107846565,0.03988638921534349,0.09442885632215048,London,London Heathrow Airport,GB-ENG,EU
146,KUL,BKK,10,68842,62640,75659.0,101.71,2.76,100.75,13.69,0.9601228829900778,0.03987711700992225,0.31764858873713275,Bangkok,Suvarnabhumi Airport,TH-10,AS
