country,1966,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Madagascar,,,,,,,,,,,,,45.8,,,,,,,,,,,,,69.9,,,,66.4,,63.9,,68.4,,,,71.7,,,,,78.2,,77.4,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,3.5,,,,,,,0,,
Mexico,,,,,,,,,,,,,,,,,,,,,,7,,,9.4,,9.8,,20.6,,15.8,,9,,6.6,,6,6.6,4.2,,5.4,,4.5,,3.8,,3.7,,2.2,,1.7
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,10.4,9.1,6.9,5.2,4.5,5.5,4.3,4.6,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,,,,,,,58.8,,,,,51.9,,,50.3,,,,,,,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,0.1,0.4,0.2,0.2,0.1,0,0,0.1,0.1,0.2,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,1.4,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.2,1.7,1.4,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,24.4,,,,9.3,,,,,1.2,,,0.7,0.5,0.4,,0.2,,0.5,,0.5
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1,,,,,,79.9,,,,,,69.7,,,,,,63.7,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,40,,,,,,41.1,,20.6,,,,,19.6,,,,14.4,,,,10.8,,,,,,6,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,0.6,,,,,0.2,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8,,,,,,,73.9,,,,,,72.3,,,,,,70.8,,
Malaysia,,,,,,,,,,,,,,,,,2.9,,,2.1,,1.6,,,1.3,,,1.8,,0.4,,,,,,,0.4,,,0.5,0.6,,,0.1,,0,,0,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,,,,,,23.5,,,,,,13.8,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,78.5,,81.6,,,,,,,,,,,75.3,,72.4,,,,50.6,,,45.4,,,,
Nigeria,,,,,,,,,,,,,,,,,,56,,,,,,,58.9,,,,65.3,,,,,,,56.3,,,,,,56.4,,,,,,,,,39.1
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,,,,,24.5,,,16.9,,,,8.5,,,,7.4,,,,,3.4,,,,
Netherlands,,,,,,,,,,,,,,,,0.5,,,,0.2,,,1,,,1,,,,,,0.2,,,,,0.2,0.1,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.2,
Norway,,,,,,,,,,,,0.2,,,,,,,0.2,,,,,0.2,,,,0.2,,,,,0.2,,,0.2,0.3,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.3,
